Block Name,Point ID,_0,_1,_2,_Magnitude,CS_0,CS_1,CS_2,CS_3,CS_4,CS_5,CS_6,CS_7,CS_8,CS_Magnitude,eigS1_CS,eigS2_CS,eigS3_CS,FS_0,FS_1,FS_2,FS_3,FS_4,FS_5,FS_6,FS_7,FS_8,FS_Magnitude,gradp_0,gradp_1,gradp_2,gradp_Magnitude,KF,nS,p,P_S_0,P_S_1,P_S_2,P_S_3,P_S_4,P_S_5,P_S_6,P_S_7,P_S_8,P_S_Magnitude,S_S_0,S_S_1,S_S_2,S_S_3,S_S_4,S_S_5,S_S_6,S_S_7,S_S_8,S_S_Magnitude,T_S_0,T_S_1,T_S_2,T_S_3,T_S_4,T_S_5,T_S_6,T_S_7,T_S_8,T_S_Magnitude,uS_0,uS_1,uS_2,uS_Magnitude,vF_0,vF_1,vF_2,vF_Magnitude,wFR_0,wFR_1,wFR_2,wFR_Magnitude
unnamed_block_0,0,0,0,0,0,1,0,-1.38E-10,0,1,-1.38E-10,-1.38E-10,-1.38E-10,1,1.73205,1.00008,0.999918,1,1,0,-1.38E-10,0,1,-1.38E-10,0,0,1,1.73205,0,0,0,0,0,0.04,0,-2.44E-06,1.22E-15,-3.55E-06,1.22E-15,-2.44E-06,-3.55E-06,-3.55E-06,-3.55E-06,-1.35E-05,1.56E-05,-2.44E-06,7.27E-16,-3.55E-06,7.27E-16,-2.44E-06,-3.55E-06,-3.55E-06,-3.55E-06,-1.35E-05,1.56E-05,-2.44E-06,1.70E-15,-3.55E-06,1.70E-15,-2.44E-06,-3.55E-06,-3.55E-06,-3.55E-06,-1.35E-05,1.56E-05,0,0,0,0,0,0,0,0,0,0,0,0
unnamed_block_0,1,8.33333,0,0,8.33333,1,0,-6.93E-11,0,1,-1.37E-10,-6.93E-11,-1.37E-10,1,1.73205,1.00008,0.999918,1,1,0,-6.93E-11,0,1,-1.37E-10,0,0,1,1.73205,0,0,0,0,0,0.04,0,-2.37E-06,6.10E-16,-1.79E-06,6.10E-16,-2.37E-06,-3.54E-06,-1.79E-06,-3.54E-06,-8.02E-06,1.03E-05,-2.37E-06,3.65E-16,-1.79E-06,3.65E-16,-2.37E-06,-3.54E-06,-1.79E-06,-3.54E-06,-8.02E-06,1.03E-05,-2.37E-06,8.56E-16,-1.79E-06,8.56E-16,-2.37E-06,-3.54E-06,-1.79E-06,-3.54E-06,-8.02E-06,1.03E-05,0,0,0,0,0,0,0,0,0,0,0,0
unnamed_block_0,2,0,8.33333,0,8.33333,1,0,-1.37E-10,0,1,-6.93E-11,-1.37E-10,-6.93E-11,1,1.73205,1.00008,0.999918,1,1,0,-1.37E-10,0,1,-6.93E-11,0,0,1,1.73205,0,0,0,0,0,0.04,0,-2.37E-06,6.10E-16,-3.54E-06,6.10E-16,-2.37E-06,-1.79E-06,-3.54E-06,-1.79E-06,-8.02E-06,1.03E-05,-2.37E-06,3.65E-16,-3.54E-06,3.65E-16,-2.37E-06,-1.79E-06,-3.54E-06,-1.79E-06,-8.02E-06,1.03E-05,-2.37E-06,8.56E-16,-3.54E-06,8.56E-16,-2.37E-06,-1.79E-06,-3.54E-06,-1.79E-06,-8.02E-06,1.03E-05,0,0,0,0,0,0,0,0,0,0,0,0
unnamed_block_0,3,8.33333,8.33333,0,11.7851,1,0,-6.93E-11,0,1,-6.93E-11,-6.93E-11,-6.93E-11,1,1.73205,1.00008,0.999918,1,1,0,-6.93E-11,0,1,-6.93E-11,0,0,1,1.73205,0,0,0,0,0,0.04,0,-2.30E-06,3.08E-16,-1.78E-06,3.08E-16,-2.30E-06,-1.78E-06,-1.78E-06,-1.78E-06,-2.52E-06,5.44E-06,-2.30E-06,1.84E-16,-1.78E-06,1.84E-16,-2.30E-06,-1.78E-06,-1.78E-06,-1.78E-06,-2.52E-06,5.44E-06,-2.30E-06,4.31E-16,-1.78E-06,4.31E-16,-2.30E-06,-1.78E-06,-1.78E-06,-1.78E-06,-2.52E-06,5.44E-06,0,0,0,0,0,0,0,0,0,0,0,0
unnamed_block_0,4,0,0,8.33333,8.33333,1,-4.04E-13,-4.08E-12,-4.04E-13,1,-4.08E-12,-4.08E-12,-4.08E-12,1,1.73205,1.00008,0.999918,1,1,-2.02E-13,-6.63E-11,-2.02E-13,1,-6.63E-11,6.22E-11,6.22E-11,1,1.73205,0,0,0,0,0,0.04,0,-1.87E-08,-1.04E-08,-1.05E-07,-1.04E-08,-1.87E-08,-1.05E-07,-1.05E-07,-1.05E-07,-1.56E-06,1.58E-06,-1.87E-08,-1.04E-08,-1.05E-07,-1.04E-08,-1.87E-08,-1.05E-07,-1.05E-07,-1.05E-07,-1.56E-06,1.58E-06,-1.87E-08,-1.04E-08,-1.05E-07,-1.04E-08,-1.87E-08,-1.05E-07,-1.05E-07,-1.05E-07,-1.56E-06,1.58E-06,-8.49E-10,-8.49E-10,-6.60E-10,1.37E-09,0,0,0,0,0,0,0,0
unnamed_block_0,5,8.33333,0,8.33333,11.7851,1,-1.98E-14,-4.78E-11,-1.98E-14,1,-3.82E-12,-4.78E-11,-3.82E-12,1,1.73205,1.00008,0.999918,1,1,1.30E-13,-5.90E-11,-1.49E-13,1,-6.62E-11,1.12E-11,6.24E-11,1,1.73205,0,0,0,0,0,0.04,0,-9.00E-07,-5.08E-10,-1.23E-06,-5.08E-10,-1.42E-08,-9.85E-08,-1.23E-06,-9.85E-08,-2.18E-06,2.93E-06,-9.00E-07,-5.08E-10,-1.23E-06,-5.08E-10,-1.42E-08,-9.85E-08,-1.23E-06,-9.85E-08,-2.18E-06,2.93E-06,-9.00E-07,-5.08E-10,-1.23E-06,-5.08E-10,-1.42E-08,-9.85E-08,-1.23E-06,-9.85E-08,-2.18E-06,2.93E-06,-5.39E-10,-8.51E-10,-3.49E-10,1.07E-09,0,0,0,0,0,0,0,0
unnamed_block_0,6,0,8.33333,8.33333,11.7851,1,-1.98E-14,-3.82E-12,-1.98E-14,1,-4.78E-11,-3.82E-12,-4.78E-11,1,1.73205,1.00008,0.999918,1,1,-1.49E-13,-6.62E-11,1.30E-13,1,-5.90E-11,6.24E-11,1.12E-11,1,1.73205,0,0,0,0,0,0.04,0,-1.42E-08,-5.08E-10,-9.85E-08,-5.08E-10,-9.00E-07,-1.23E-06,-9.85E-08,-1.23E-06,-2.18E-06,2.93E-06,-1.42E-08,-5.08E-10,-9.85E-08,-5.08E-10,-9.00E-07,-1.23E-06,-9.85E-08,-1.23E-06,-2.18E-06,2.93E-06,-1.42E-08,-5.08E-10,-9.85E-08,-5.08E-10,-9.00E-07,-1.23E-06,-9.85E-08,-1.23E-06,-2.18E-06,2.93E-06,-8.51E-10,-5.39E-10,-3.49E-10,1.07E-09,0,0,0,0,0,0,0,0
unnamed_block_0,7,8.33333,8.33333,8.33333,14.4338,1,-1.13E-13,-4.77E-11,-1.13E-13,1,-4.77E-11,-4.77E-11,-4.77E-11,1,1.73205,1.00008,0.999918,1,1,-5.66E-14,-5.89E-11,-5.66E-14,1,-5.89E-11,1.13E-11,1.13E-11,1,1.73205,0,0,0,0,0,0.04,0,-9.16E-07,-2.91E-09,-1.23E-06,-2.91E-09,-9.16E-07,-1.23E-06,-1.23E-06,-1.23E-06,-2.80E-06,3.94E-06,-9.16E-07,-2.91E-09,-1.23E-06,-2.91E-09,-9.16E-07,-1.23E-06,-1.23E-06,-1.23E-06,-2.80E-06,3.94E-06,-9.16E-07,-2.91E-09,-1.23E-06,-2.91E-09,-9.16E-07,-1.23E-06,-1.23E-06,-1.23E-06,-2.80E-06,3.94E-06,-5.39E-10,-5.39E-10,-3.59E-11,7.63E-10,0,0,0,0,0,0,0,0
unnamed_block_0,8,16.6667,0,0,16.6667,1,0,-4.65E-11,0,1,-1.37E-10,-4.65E-11,-1.37E-10,1,1.73205,1.00008,0.999918,1,1,0,-4.65E-11,0,1,-1.37E-10,0,0,1,1.73205,0,0,0,0,0,0.04,0,-2.36E-06,4.09E-16,-1.20E-06,4.09E-16,-2.36E-06,-3.54E-06,-1.20E-06,-3.54E-06,-7.54E-06,9.79E-06,-2.36E-06,2.45E-16,-1.20E-06,2.45E-16,-2.36E-06,-3.54E-06,-1.20E-06,-3.54E-06,-7.54E-06,9.79E-06,-2.36E-06,5.74E-16,-1.20E-06,5.74E-16,-2.36E-06,-3.54E-06,-1.20E-06,-3.54E-06,-7.54E-06,9.79E-06,0,0,0,0,0,0,0,0,0,0,0,0
unnamed_block_0,9,16.6667,8.33333,0,18.6339,1,0,-4.64E-11,0,1,-6.94E-11,-4.64E-11,-6.94E-11,1,1.73205,1.00008,0.999918,1,1,0,-4.64E-11,0,1,-6.94E-11,0,0,1,1.73205,0,0,0,0,0,0.04,0,-2.29E-06,2.06E-16,-1.20E-06,2.06E-16,-2.29E-06,-1.79E-06,-1.20E-06,-1.79E-06,-2.03E-06,4.88E-06,-2.29E-06,1.23E-16,-1.20E-06,1.23E-16,-2.29E-06,-1.79E-06,-1.20E-06,-1.79E-06,-2.03E-06,4.88E-06,-2.29E-06,2.89E-16,-1.20E-06,2.89E-16,-2.29E-06,-1.79E-06,-1.20E-06,-1.79E-06,-2.03E-06,4.88E-06,0,0,0,0,0,0,0,0,0,0,0,0
unnamed_block_0,10,16.6667,0,8.33333,18.6339,1,-7.02E-15,-3.94E-11,-7.02E-15,1,-3.87E-12,-3.94E-11,-3.87E-12,1,1.73205,1.00008,0.999918,1,1,1.59E-13,-4.05E-11,-1.66E-13,1,-6.65E-11,1.07E-12,6.26E-11,1,1.73205,0,0,0,0,0,0.04,0,-1.41E-06,-1.81E-10,-1.01E-06,-1.81E-10,-1.23E-08,-9.96E-08,-1.01E-06,-9.96E-08,-1.91E-06,2.78E-06,-1.41E-06,-1.81E-10,-1.01E-06,-1.81E-10,-1.23E-08,-9.96E-08,-1.01E-06,-9.96E-08,-1.91E-06,2.78E-06,-1.41E-06,-1.81E-10,-1.01E-06,-1.81E-10,-1.23E-08,-9.96E-08,-1.01E-06,-9.96E-08,-1.91E-06,2.78E-06,-3.63E-10,-8.52E-10,-2.99E-10,9.74E-10,0,0,0,0,0,0,0,0
unnamed_block_0,11,16.6667,8.33333,8.33333,20.4124,1,-9.70E-14,-3.92E-11,-9.70E-14,1,-4.78E-11,-3.92E-11,-4.78E-11,1,1.73205,1.00008,0.999918,1,1,8.40E-15,-4.04E-11,-1.05E-13,1,-5.91E-11,1.16E-12,1.13E-11,1,1.73205,0,0,0,0,0,0.04,0,-1.43E-06,-2.50E-09,-1.01E-06,-2.50E-09,-9.15E-07,-1.23E-06,-1.01E-06,-1.23E-06,-2.53E-06,3.79E-06,-1.43E-06,-2.50E-09,-1.01E-06,-2.50E-09,-9.15E-07,-1.23E-06,-1.01E-06,-1.23E-06,-2.53E-06,3.79E-06,-1.43E-06,-2.50E-09,-1.01E-06,-2.50E-09,-9.15E-07,-1.23E-06,-1.01E-06,-1.23E-06,-2.53E-06,3.79E-06,-3.63E-10,-5.39E-10,1.44E-11,6.50E-10,0,0,0,0,0,0,0,0
unnamed_block_0,12,0,16.6667,0,16.6667,1,0,-1.37E-10,0,1,-4.65E-11,-1.37E-10,-4.65E-11,1,1.73205,1.00008,0.999918,1,1,0,-1.37E-10,0,1,-4.65E-11,0,0,1,1.73205,0,0,0,0,0,0.04,0,-2.36E-06,4.09E-16,-3.54E-06,4.09E-16,-2.36E-06,-1.20E-06,-3.54E-06,-1.20E-06,-7.54E-06,9.79E-06,-2.36E-06,2.45E-16,-3.54E-06,2.45E-16,-2.36E-06,-1.20E-06,-3.54E-06,-1.20E-06,-7.54E-06,9.79E-06,-2.36E-06,5.74E-16,-3.54E-06,5.74E-16,-2.36E-06,-1.20E-06,-3.54E-06,-1.20E-06,-7.54E-06,9.79E-06,0,0,0,0,0,0,0,0,0,0,0,0
unnamed_block_0,13,8.33333,16.6667,0,18.6339,1,0,-6.94E-11,0,1,-4.64E-11,-6.94E-11,-4.64E-11,1,1.73205,1.00008,0.999918,1,1,0,-6.94E-11,0,1,-4.64E-11,0,0,1,1.73205,0,0,0,0,0,0.04,0,-2.29E-06,2.06E-16,-1.79E-06,2.06E-16,-2.29E-06,-1.20E-06,-1.79E-06,-1.20E-06,-2.03E-06,4.88E-06,-2.29E-06,1.23E-16,-1.79E-06,1.23E-16,-2.29E-06,-1.20E-06,-1.79E-06,-1.20E-06,-2.03E-06,4.88E-06,-2.29E-06,2.89E-16,-1.79E-06,2.89E-16,-2.29E-06,-1.20E-06,-1.79E-06,-1.20E-06,-2.03E-06,4.88E-06,0,0,0,0,0,0,0,0,0,0,0,0
unnamed_block_0,14,0,16.6667,8.33333,18.6339,1,-7.02E-15,-3.87E-12,-7.02E-15,1,-3.94E-11,-3.87E-12,-3.94E-11,1,1.73205,1.00008,0.999918,1,1,-1.66E-13,-6.65E-11,1.59E-13,1,-4.05E-11,6.26E-11,1.07E-12,1,1.73205,0,0,0,0,0,0.04,0,-1.23E-08,-1.81E-10,-9.96E-08,-1.81E-10,-1.41E-06,-1.01E-06,-9.96E-08,-1.01E-06,-1.91E-06,2.78E-06,-1.23E-08,-1.81E-10,-9.96E-08,-1.81E-10,-1.41E-06,-1.01E-06,-9.96E-08,-1.01E-06,-1.91E-06,2.78E-06,-1.23E-08,-1.81E-10,-9.96E-08,-1.81E-10,-1.41E-06,-1.01E-06,-9.96E-08,-1.01E-06,-1.91E-06,2.78E-06,-8.52E-10,-3.63E-10,-2.99E-10,9.74E-10,0,0,0,0,0,0,0,0
unnamed_block_0,15,8.33333,16.6667,8.33333,20.4124,1,-9.70E-14,-4.78E-11,-9.70E-14,1,-3.92E-11,-4.78E-11,-3.92E-11,1,1.73205,1.00008,0.999918,1,1,-1.05E-13,-5.91E-11,8.40E-15,1,-4.04E-11,1.13E-11,1.16E-12,1,1.73205,0,0,0,0,0,0.04,0,-9.15E-07,-2.50E-09,-1.23E-06,-2.50E-09,-1.43E-06,-1.01E-06,-1.23E-06,-1.01E-06,-2.53E-06,3.79E-06,-9.15E-07,-2.50E-09,-1.23E-06,-2.50E-09,-1.43E-06,-1.01E-06,-1.23E-06,-1.01E-06,-2.53E-06,3.79E-06,-9.15E-07,-2.50E-09,-1.23E-06,-2.50E-09,-1.43E-06,-1.01E-06,-1.23E-06,-1.01E-06,-2.53E-06,3.79E-06,-5.39E-10,-3.63E-10,1.44E-11,6.50E-10,0,0,0,0,0,0,0,0
unnamed_block_0,16,0,0,16.6667,16.6667,1,-9.25E-14,3.37E-13,-9.25E-14,1,3.37E-13,3.37E-13,3.37E-13,1,1.73205,1.00008,0.999918,1,1,-4.62E-14,-2.90E-11,-4.62E-14,1,-2.90E-11,2.93E-11,2.93E-11,1,1.73205,0,0,0,0,0,0.04,0,3.63E-08,-2.38E-09,8.67E-09,-2.38E-09,3.63E-08,8.67E-09,8.67E-09,8.67E-09,1.14E-07,1.26E-07,3.63E-08,-2.38E-09,8.67E-09,-2.38E-09,3.63E-08,8.67E-09,8.67E-09,8.67E-09,1.14E-07,1.26E-07,3.63E-08,-2.38E-09,8.67E-09,-2.38E-09,3.63E-08,8.67E-09,8.67E-09,8.67E-09,1.14E-07,1.26E-07,-1.24E-09,-1.24E-09,-4.05E-10,1.80E-09,0,0,0,0,0,0,0,0
unnamed_block_0,17,8.33333,0,16.6667,18.6339,1,-6.98E-14,-1.68E-11,-6.98E-14,1,3.81E-13,-1.68E-11,3.81E-13,1,1.73205,1.00008,0.999918,1,1,2.79E-13,-2.77E-11,-3.48E-13,1,-2.90E-11,1.09E-11,2.94E-11,1,1.73205,0,0,0,0,0,0.04,0,-2.74E-07,-1.80E-09,-4.32E-07,-1.80E-09,3.72E-08,9.81E-09,-4.32E-07,9.81E-09,-9.43E-07,1.16E-06,-2.74E-07,-1.80E-09,-4.32E-07,-1.80E-09,3.72E-08,9.81E-09,-4.32E-07,9.81E-09,-9.43E-07,1.16E-06,-2.74E-07,-1.80E-09,-4.32E-07,-1.80E-09,3.72E-08,9.81E-09,-4.32E-07,9.81E-09,-9.43E-07,1.16E-06,-8.99E-10,-1.24E-09,-2.33E-10,1.55E-09,0,0,0,0,0,0,0,0
unnamed_block_0,18,0,8.33333,16.6667,18.6339,1,-6.98E-14,3.81E-13,-6.98E-14,1,-1.68E-11,3.81E-13,-1.68E-11,1,1.73205,1.00008,0.999918,1,1,-3.48E-13,-2.90E-11,2.79E-13,1,-2.77E-11,2.94E-11,1.09E-11,1,1.73205,0,0,0,0,0,0.04,0,3.72E-08,-1.80E-09,9.81E-09,-1.80E-09,-2.74E-07,-4.32E-07,9.81E-09,-4.32E-07,-9.43E-07,1.16E-06,3.72E-08,-1.80E-09,9.81E-09,-1.80E-09,-2.74E-07,-4.32E-07,9.81E-09,-4.32E-07,-9.43E-07,1.16E-06,3.72E-08,-1.80E-09,9.81E-09,-1.80E-09,-2.74E-07,-4.32E-07,9.81E-09,-4.32E-07,-9.43E-07,1.16E-06,-1.24E-09,-8.99E-10,-2.33E-10,1.55E-09,0,0,0,0,0,0,0,0
unnamed_block_0,19,8.33333,8.33333,16.6667,20.4124,1,-2.47E-13,-1.67E-11,-2.47E-13,1,-1.67E-11,-1.67E-11,-1.67E-11,1,1.73205,1.00008,0.999918,1,1,-1.23E-13,-2.77E-11,-1.23E-13,1,-2.77E-11,1.10E-11,1.10E-11,1,1.73205,0,0,0,0,0,0.04,0,-2.84E-07,-6.35E-09,-4.31E-07,-6.35E-09,-2.84E-07,-4.31E-07,-4.31E-07,-4.31E-07,-2.00E-06,2.22E-06,-2.84E-07,-6.35E-09,-4.31E-07,-6.35E-09,-2.84E-07,-4.31E-07,-4.31E-07,-4.31E-07,-2.00E-06,2.22E-06,-2.84E-07,-6.35E-09,-4.31E-07,-6.35E-09,-2.84E-07,-4.31E-07,-4.31E-07,-4.31E-07,-2.00E-06,2.22E-06,-8.99E-10,-8.99E-10,-6.14E-11,1.27E-09,0,0,0,0,0,0,0,0
unnamed_block_0,20,25,0,0,25,1,0,-3.25E-11,0,1,-1.38E-10,-3.25E-11,-1.38E-10,1,1.73205,1.00008,0.999918,1,1,0,-3.25E-11,0,1,-1.38E-10,0,0,1,1.73205,0,0,0,0,0,0.04,0,-2.36E-06,2.86E-16,-8.37E-07,2.86E-16,-2.36E-06,-3.54E-06,-8.37E-07,-3.54E-06,-7.57E-06,9.75E-06,-2.36E-06,1.71E-16,-8.37E-07,1.71E-16,-2.36E-06,-3.54E-06,-8.37E-07,-3.54E-06,-7.57E-06,9.75E-06,-2.36E-06,4.02E-16,-8.37E-07,4.02E-16,-2.36E-06,-3.54E-06,-8.37E-07,-3.54E-06,-7.57E-06,9.75E-06,0,0,0,0,0,0,0,0,0,0,0,0
unnamed_block_0,21,25,8.33333,0,26.3523,1,0,-3.24E-11,0,1,-6.95E-11,-3.24E-11,-6.95E-11,1,1.73205,1.00008,0.999918,1,1,0,-3.24E-11,0,1,-6.95E-11,0,0,1,1.73205,0,0,0,0,0,0.04,0,-2.29E-06,1.44E-16,-8.35E-07,1.44E-16,-2.29E-06,-1.79E-06,-8.35E-07,-1.79E-06,-2.06E-06,4.74E-06,-2.29E-06,8.62E-17,-8.35E-07,8.62E-17,-2.29E-06,-1.79E-06,-8.35E-07,-1.79E-06,-2.06E-06,4.74E-06,-2.29E-06,2.02E-16,-8.35E-07,2.02E-16,-2.29E-06,-1.79E-06,-8.35E-07,-1.79E-06,-2.06E-06,4.74E-06,0,0,0,0,0,0,0,0,0,0,0,0
unnamed_block_0,22,25,0,8.33333,26.3523,1,-5.47E-15,-2.84E-11,-5.47E-15,1,-3.90E-12,-2.84E-11,-3.90E-12,1,1.73205,1.00008,0.999918,1,1,1.46E-13,-2.75E-11,-1.52E-13,1,-6.67E-11,-9.07E-13,6.28E-11,1,1.73205,0,0,0,0,0,0.04,0,-1.68E-06,-1.41E-10,-7.31E-07,-1.41E-10,-1.20E-08,-1.00E-07,-7.31E-07,-1.00E-07,-1.86E-06,2.72E-06,-1.68E-06,-1.41E-10,-7.31E-07,-1.41E-10,-1.20E-08,-1.00E-07,-7.31E-07,-1.00E-07,-1.86E-06,2.72E-06,-1.68E-06,-1.41E-10,-7.31E-07,-1.41E-10,-1.20E-08,-1.00E-07,-7.31E-07,-1.00E-07,-1.86E-06,2.72E-06,-2.50E-10,-8.54E-10,-2.99E-10,9.39E-10,0,0,0,0,0,0,0,0
unnamed_block_0,23,25,8.33333,8.33333,27.6385,1,-6.94E-14,-2.82E-11,-6.94E-14,1,-4.79E-11,-2.82E-11,-4.79E-11,1,1.73205,1.00008,0.999918,1,1,3.49E-14,-2.74E-11,-1.04E-13,1,-5.92E-11,-8.32E-13,1.13E-11,1,1.73205,0,0,0,0,0,0.04,0,-1.70E-06,-1.79E-09,-7.27E-07,-1.79E-09,-9.16E-07,-1.23E-06,-7.27E-07,-1.23E-06,-2.48E-06,3.74E-06,-1.70E-06,-1.79E-09,-7.27E-07,-1.79E-09,-9.16E-07,-1.23E-06,-7.27E-07,-1.23E-06,-2.48E-06,3.74E-06,-1.70E-06,-1.79E-09,-7.27E-07,-1.79E-09,-9.16E-07,-1.23E-06,-7.27E-07,-1.23E-06,-2.48E-06,3.74E-06,-2.49E-10,-5.40E-10,1.50E-11,5.95E-10,0,0,0,0,0,0,0,0
unnamed_block_0,24,16.6667,16.6667,0,23.5702,1,0,-4.65E-11,0,1,-4.65E-11,-4.65E-11,-4.65E-11,1,1.73205,1.00008,0.999918,1,1,0,-4.65E-11,0,1,-4.65E-11,0,0,1,1.73205,0,0,0,0,0,0.04,0,-2.28E-06,1.38E-16,-1.20E-06,1.38E-16,-2.28E-06,-1.20E-06,-1.20E-06,-1.20E-06,-1.54E-06,4.30E-06,-2.28E-06,8.27E-17,-1.20E-06,8.27E-17,-2.28E-06,-1.20E-06,-1.20E-06,-1.20E-06,-1.54E-06,4.30E-06,-2.28E-06,1.94E-16,-1.20E-06,1.94E-16,-2.28E-06,-1.20E-06,-1.20E-06,-1.20E-06,-1.54E-06,4.30E-06,0,0,0,0,0,0,0,0,0,0,0,0
unnamed_block_0,25,16.6667,16.6667,8.33333,25,1,-1.13E-13,-3.92E-11,-1.13E-13,1,-3.92E-11,-3.92E-11,-3.92E-11,1,1.73205,1.00008,0.999918,1,1,-5.65E-14,-4.04E-11,-5.65E-14,1,-4.04E-11,1.16E-12,1.16E-12,1,1.73205,0,0,0,0,0,0.04,0,-1.43E-06,-2.91E-09,-1.01E-06,-2.91E-09,-1.43E-06,-1.01E-06,-1.01E-06,-1.01E-06,-2.26E-06,3.65E-06,-1.43E-06,-2.91E-09,-1.01E-06,-2.91E-09,-1.43E-06,-1.01E-06,-1.01E-06,-1.01E-06,-2.26E-06,3.65E-06,-1.43E-06,-2.91E-09,-1.01E-06,-2.91E-09,-1.43E-06,-1.01E-06,-1.01E-06,-1.01E-06,-2.26E-06,3.65E-06,-3.63E-10,-3.63E-10,6.47E-11,5.17E-10,0,0,0,0,0,0,0,0
unnamed_block_0,26,16.6667,0,16.6667,23.5702,1,-2.53E-14,-2.03E-11,-2.53E-14,1,3.88E-13,-2.03E-11,3.88E-13,1,1.73205,1.00008,0.999918,1,1,3.14E-13,-2.21E-11,-3.39E-13,1,-2.91E-11,1.77E-12,2.95E-11,1,1.73205,0,0,0,0,0,0.04,0,-8.11E-07,-6.51E-10,-5.22E-07,-6.51E-10,3.74E-08,9.98E-09,-5.22E-07,9.98E-09,-1.20E-06,1.62E-06,-8.11E-07,-6.51E-10,-5.22E-07,-6.51E-10,3.74E-08,9.98E-09,-5.22E-07,9.98E-09,-1.20E-06,1.62E-06,-8.11E-07,-6.51E-10,-5.22E-07,-6.51E-10,3.74E-08,9.98E-09,-5.22E-07,9.98E-09,-1.20E-06,1.62E-06,-6.25E-10,-1.25E-09,-1.81E-10,1.41E-09,0,0,0,0,0,0,0,0
unnamed_block_0,27,16.6667,8.33333,16.6667,25,1,-2.06E-13,-2.02E-11,-2.06E-13,1,-1.68E-11,-2.02E-11,-1.68E-11,1,1.73205,1.00008,0.999918,1,1,2.06E-15,-2.20E-11,-2.08E-13,1,-2.78E-11,1.83E-12,1.10E-11,1,1.73205,0,0,0,0,0,0.04,0,-8.28E-07,-5.31E-09,-5.19E-07,-5.31E-09,-2.87E-07,-4.31E-07,-5.19E-07,-4.31E-07,-2.26E-06,2.60E-06,-8.28E-07,-5.31E-09,-5.19E-07,-5.31E-09,-2.87E-07,-4.31E-07,-5.19E-07,-4.31E-07,-2.26E-06,2.60E-06,-8.28E-07,-5.31E-09,-5.19E-07,-5.31E-09,-2.87E-07,-4.31E-07,-5.19E-07,-4.31E-07,-2.26E-06,2.60E-06,-6.24E-10,-9.00E-10,-8.91E-12,1.10E-09,0,0,0,0,0,0,0,0
unnamed_block_0,28,0,25,0,25,1,0,-1.38E-10,0,1,-3.25E-11,-1.38E-10,-3.25E-11,1,1.73205,1.00008,0.999918,1,1,0,-1.38E-10,0,1,-3.25E-11,0,0,1,1.73205,0,0,0,0,0,0.04,0,-2.36E-06,2.86E-16,-3.54E-06,2.86E-16,-2.36E-06,-8.37E-07,-3.54E-06,-8.37E-07,-7.57E-06,9.75E-06,-2.36E-06,1.71E-16,-3.54E-06,1.71E-16,-2.36E-06,-8.37E-07,-3.54E-06,-8.37E-07,-7.57E-06,9.75E-06,-2.36E-06,4.02E-16,-3.54E-06,4.02E-16,-2.36E-06,-8.37E-07,-3.54E-06,-8.37E-07,-7.57E-06,9.75E-06,0,0,0,0,0,0,0,0,0,0,0,0
unnamed_block_0,29,8.33333,25,0,26.3523,1,0,-6.95E-11,0,1,-3.24E-11,-6.95E-11,-3.24E-11,1,1.73205,1.00008,0.999918,1,1,0,-6.95E-11,0,1,-3.24E-11,0,0,1,1.73205,0,0,0,0,0,0.04,0,-2.29E-06,1.44E-16,-1.79E-06,1.44E-16,-2.29E-06,-8.35E-07,-1.79E-06,-8.35E-07,-2.06E-06,4.74E-06,-2.29E-06,8.62E-17,-1.79E-06,8.62E-17,-2.29E-06,-8.35E-07,-1.79E-06,-8.35E-07,-2.06E-06,4.74E-06,-2.29E-06,2.02E-16,-1.79E-06,2.02E-16,-2.29E-06,-8.35E-07,-1.79E-06,-8.35E-07,-2.06E-06,4.74E-06,0,0,0,0,0,0,0,0,0,0,0,0
unnamed_block_0,30,0,25,8.33333,26.3523,1,-5.47E-15,-3.90E-12,-5.47E-15,1,-2.84E-11,-3.90E-12,-2.84E-11,1,1.73205,1.00008,0.999918,1,1,-1.52E-13,-6.67E-11,1.46E-13,1,-2.75E-11,6.28E-11,-9.07E-13,1,1.73205,0,0,0,0,0,0.04,0,-1.20E-08,-1.41E-10,-1.00E-07,-1.41E-10,-1.68E-06,-7.31E-07,-1.00E-07,-7.31E-07,-1.86E-06,2.72E-06,-1.20E-08,-1.41E-10,-1.00E-07,-1.41E-10,-1.68E-06,-7.31E-07,-1.00E-07,-7.31E-07,-1.86E-06,2.72E-06,-1.20E-08,-1.41E-10,-1.00E-07,-1.41E-10,-1.68E-06,-7.31E-07,-1.00E-07,-7.31E-07,-1.86E-06,2.72E-06,-8.54E-10,-2.50E-10,-2.99E-10,9.39E-10,0,0,0,0,0,0,0,0
